61.221.215.25:8800,#genre#
4gtv.mumi.rip:9877,#genre#
gofuxkyourself.online:8880,#genre#
37.27.111.214:8080,#genre#
tianhewan.top,#genre#
港澳频道,#genre#
C1,#genre#
亚洲旅游[720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p],http://37.27.111.214:8080/live/10/hls.m3u8
nhkworld[720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p],http://61.221.215.25:8800/hls/51/index.m3u8
龙华电影[720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p],http://37.27.111.214:8080/live/19/hls.m3u8
hokkotv[720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p],http://37.27.111.214:8080/live/1/hls.m3u8
翡翠台[1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p],http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv
三立戏剧台[720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p],http://61.221.215.25:8800/hls/41/index.m3u8
八大戏剧[720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p],http://61.221.215.25:8800/hls/39/index.m3u8
凤凰资讯[720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p],http://61.221.215.25:8800/hls/47/index.m3u8
AMC电影台[720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p],http://61.221.215.25:8800/hls/43/index.m3u8
探索亚洲[720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p],http://61.221.215.25:8800/hls/50/index.m3u8
八大综合台[720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p],http://61.221.215.25:8800/hls/56/index.m3u8
CNBC[720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p],http://37.27.111.214:8080/live/102/hls.m3u8
TVBSNEWS[720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p],http://61.221.215.25:8800/hls/9/index.m3u8
中华小当家[720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p],http://61.221.215.25:8800/hls/40/index.m3u8
亚洲卫视[1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p],https://p2hs.vzan.com/slowlive/821481626725612417/live.m3u8?zbid=2046370057&tpid=330913109&type=0
龙华戏剧[720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p],http://37.27.111.214:8080/live/41/hls.m3u8
哆啦A梦[720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p],http://37.27.111.214:8080/live/107/hls.m3u8
美亚C+[1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p],http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
电视剧2[720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p],http://37.27.111.214:8080/live/109/hls.m3u8
MCE[720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p],http://37.27.111.214:8080/live/98/hls.m3u8
八大第1台[720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p],http://61.221.215.25:8800/hls/55/index.m3u8
超人[720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p],http://37.27.111.214:8080/live/110/hls.m3u8
动物星球[720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p],http://61.221.215.25:8800/hls/57/index.m3u8
综艺[720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p],http://37.27.111.214:8080/live/67/hls.m3u8
ROCK[720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p],http://37.27.111.214:8080/live/70/hls.m3u8
Dbox[720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p],http://61.221.215.25:8800/hls/54/index.m3u8
动漫[720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p],http://37.27.111.214:8080/live/105/hls.m3u8
東森新聞[720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p],http://37.27.111.214:8080/live/20/hls.m3u8
VOA[720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p],http://37.27.111.214:8080/live/45/hls.m3u8
中视[720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p],rtmp://f13h.mine.nu/sat/tv091
博斯网球[720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p],http://37.27.111.214:8080/live/16/hls.m3u8
FESTIVAL[720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p],http://37.27.111.214:8080/live/83/hls.m3u8
纬来育乐[720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p],rtmp://f13h.mine.nu/sat/tv701
﻿49号[720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p],http://61.221.215.25:8800/hls/49/index.m3u8
东森超视[720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p],rtmp://f13h.mine.nu/sat/tv331
互动英语[720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p],http://37.27.111.214:8080/live/54/hls.m3u8
天良综合台[1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p][1080p],http://60.248.91.20:8000/main
DWNEWS[720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p],http://37.27.111.214:8080/live/46/hls.m3u8
LISTENONSPOTIFY[720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p],http://61.221.215.25:8800/hls/58/index.m3u8
TVBS[720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p],http://37.27.111.214:8080/live/23/hls.m3u8
猪哥亮[720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p],http://37.27.111.214:8080/live/35/hls.m3u8
寰宇台湾[720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p],http://37.27.111.214:8080/live/63/hls.m3u8
人间卫视[720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p][720p],https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
